time_stamp,sensor_index,humidity,temperature,PM2.5_ATM_ug/m3,PM25_Source,NO2_Density,NO2_Source,DateTime_UTC,DateTime,Temp_C,Rain_mm,Pressure_hPa,WindSpeed_kmh,WindDir_sin,WindDir_cos,Hour,Month,DayOfWeek,Is_Weekend,Hour_sin,Hour_cos,Month_sin,Month_cos,DOW_sin,DOW_cos,Lag_1h,Lag_2h,Lag_3h,Lag_6h,Lag_12h,Lag_24h,Lag_48h,Roll3h_mean,Roll3h_std,Roll6h_mean,Roll6h_std,Roll24h_mean,Roll24h_std,AQI,Split
1645531200,12451,75.0,92.0,44.9,PurpleAir_Ground,2.665165811775041e-05,Satellite_Observed,2022-02-22 12:00:00,2022-02-22 17:30:00,28.6,0.0,954.7,10.7,0.6427876096865393,0.766044443118978,12,2,1,0,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,42.5,38.2,38.0,39.7,40.0,50.6,52.5,39.56666666666666,2.542308662088932,37.45000000000001,3.715238888686404,50.53333333333333,13.397620381398205,124,train
1645534800,12451,89.0,88.0,81.5,PurpleAir_Ground,2.665165811775041e-05,Satellite_Observed,2022-02-22 13:00:00,2022-02-22 18:30:00,25.0,0.0,954.8,6.0,0.9063077870366499,0.42261826174069944,13,2,1,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,44.9,42.5,38.2,33.7,60.2,59.2,30.0,41.86666666666666,3.3946035605549727,38.31666666666668,4.794754077809886,50.29583333333333,13.446818895404062,164,train
1645538400,12451,100.0,85.0,100.8,PurpleAir_Ground,2.665165811775041e-05,Satellite_Observed,2022-02-22 14:00:00,2022-02-22 19:30:00,24.4,0.0,955.5,6.2,0.984807753012208,-0.1736481776669303,14,2,1,0,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,81.5,44.9,42.5,32.6,57.1,74.0,29.3,56.29999999999999,21.856806720104377,46.28333333333334,17.763042156868156,51.224999999999994,14.792014590723351,174,train
1645542000,12451,100.0,83.0,102.5,PurpleAir_Ground,2.665165811775041e-05,Satellite_Observed,2022-02-22 15:00:00,2022-02-22 20:30:00,23.6,0.0,956.3,6.8,1.0,6.123233995736766e-17,15,2,1,0,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,100.8,81.5,44.9,38.0,62.4,70.1,25.9,75.73333333333333,28.39266337160595,57.650000000000006,26.785275805935054,52.34166666666667,17.372564994633127,175,train
1645545600,12451,100.0,82.0,81.3,PurpleAir_Ground,2.665165811775041e-05,Satellite_Observed,2022-02-22 16:00:00,2022-02-22 21:30:00,22.7,0.0,956.9,8.3,0.9961946980917455,0.08715574274765814,16,2,1,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,102.5,100.8,81.5,38.2,75.4,61.4,24.0,94.93333333333332,11.664618867898552,68.4,30.064197976996006,53.69166666666667,19.889147503243965,164,train
1645549200,12451,100.0,81.0,60.9,PurpleAir_Ground,2.665165811775041e-05,Satellite_Observed,2022-02-22 17:00:00,2022-02-22 22:30:00,22.2,0.0,957.2,11.2,0.9993908270190958,0.03489949670250108,17,2,1,0,-0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,81.3,102.5,100.8,42.5,72.2,49.6,24.7,94.86666666666666,11.779784944273594,75.58333333333334,26.321277831189693,54.520833333333336,20.62564843073799,154,train
1645552800,12451,100.0,79.0,52.0,PurpleAir_Ground,2.665165811775041e-05,Satellite_Observed,2022-02-22 18:00:00,2022-02-22 23:30:00,21.9,0.0,957.4,11.2,0.9945218953682733,-0.10452846326765355,18,2,1,0,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,60.9,81.3,102.5,44.9,39.7,48.4,27.2,81.56666666666665,20.80128201177356,78.65,22.48873051108069,54.99166666666667,20.63740623799131,142,train
1645556400,12451,100.0,78.0,46.2,PurpleAir_Ground,2.665165811775041e-05,Satellite_Observed,2022-02-22 19:00:00,2022-02-23 00:30:00,21.6,0.0,956.8,10.9,0.9902680687415704,-0.13917310096006535,19,2,1,0,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,52.0,60.9,81.3,81.5,33.7,44.1,25.2,64.73333333333333,15.021429137513282,79.83333333333333,20.452253339587752,55.14166666666666,20.600462566918566,127,train
1645560000,12451,100.0,78.0,41.7,PurpleAir_Ground,2.665165811775041e-05,Satellite_Observed,2022-02-22 20:00:00,2022-02-23 01:30:00,21.3,0.0,956.0,9.6,0.9743700647852352,-0.22495105434386503,20,2,1,0,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,46.2,52.0,60.9,100.8,32.6,39.5,26.8,53.033333333333324,7.404278042681281,73.95,24.544714298602276,55.229166666666664,20.555935970497355,116,train
1645563600,12451,100.0,77.0,37.9,PurpleAir_Ground,2.665165811775041e-05,Satellite_Observed,2022-02-22 21:00:00,2022-02-23 02:30:00,21.5,0.0,955.7,10.4,0.9702957262759965,-0.24192189559966779,21,2,1,0,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,41.7,46.2,52.0,102.5,38.0,43.1,27.9,46.633333333333326,5.163655036244357,64.10000000000001,23.448752632070008,55.32083333333333,20.48753553551132,107,train
